2,23,2	chr16_KI270853v1_alt	95.455	22	1	0	2	23	2651619	2651640	0.25	36.2
2,23,2	chr16	95.455	22	1	0	2	23	16990658	16990679	0.25	36.2
2,23,2	chr2	100.000	17	0	0	4	20	356863	356879	0.98	34.2
2,23,2	chr9	100.000	17	0	0	2	18	13605257	13605241	0.98	34.2
2,23,2	chr1	100.000	17	0	0	2	18	153009370	153009354	0.98	34.2
2,20,3	chr8	100.000	18	0	0	1	18	5939353	5939336	0.12	36.2
2,20,3	chrX	100.000	17	0	0	3	19	73176177	73176161	0.49	34.2
2,20,3	chr5	100.000	17	0	0	3	19	121646013	121646029	0.49	34.2
2,20,3	chr4	100.000	17	0	0	4	20	47027888	47027872	0.49	34.2
2,20,3	chr3	100.000	17	0	0	3	19	88721828	88721844	0.49	34.2
2,20,3	chr2	100.000	17	0	0	3	19	64388433	64388449	0.49	34.2
2,20,3	chr10	100.000	17	0	0	1	17	1658966	1658982	0.49	34.2
2,20,3	chr1	100.000	17	0	0	3	19	219868252	219868236	0.49	34.2
2,20,4	chr7	100.000	17	0	0	4	20	47143600	47143616	0.49	34.2
2,20,7	chr14	100.000	20	0	0	1	20	67677193	67677174	0.008	40.1
2,20,7	chr5	100.000	17	0	0	3	19	73416280	73416296	0.49	34.2
2,20,7	chr9	100.000	17	0	0	1	17	31721027	31721011	0.49	34.2
2,20,7	chr3	100.000	17	0	0	1	17	110660188	110660172	0.49	34.2
2,20,7	chr1	100.000	17	0	0	1	17	229042889	229042873	0.49	34.2
2,20,8	chr1	100.000	19	0	0	2	20	239520728	239520710	0.031	38.2
2,20,8	chr11	100.000	17	0	0	2	18	46160637	46160653	0.49	34.2
3,23,1	chr8	100.000	18	0	0	3	20	5939353	5939336	0.25	36.2
3,23,1	chrX	100.000	17	0	0	5	21	73176177	73176161	0.98	34.2
3,23,1	chr15_KI270905v1_alt	95.238	21	1	0	3	23	3937309	3937289	0.98	34.2
3,23,1	chr15_KI270905v1_alt	95.238	21	1	0	3	23	3039338	3039358	0.98	34.2
3,23,1	chr4	100.000	17	0	0	6	22	47027888	47027872	0.98	34.2
3,23,1	chr15	95.238	21	1	0	3	23	31652161	31652141	0.98	34.2
3,23,1	chr15	95.238	21	1	0	3	23	30753612	30753632	0.98	34.2
3,23,1	chr1	100.000	17	0	0	5	21	219868252	219868236	0.98	34.2
3,23,1	chr5	100.000	17	0	0	5	21	121646013	121646029	0.98	34.2
3,23,1	chr3	100.000	17	0	0	5	21	88721828	88721844	0.98	34.2
3,23,1	chr2	100.000	17	0	0	5	21	64388433	64388449	0.98	34.2
3,23,1	chr10	100.000	17	0	0	3	19	1658966	1658982	0.98	34.2
3,23,2	chr4	100.000	19	0	0	3	21	11359475	11359493	0.063	38.2
3,23,2	chr4	100.000	18	0	0	4	21	35330062	35330045	0.25	36.2
3,23,2	chr3	100.000	19	0	0	4	22	139620018	139620036	0.063	38.2
3,23,2	chr3	100.000	17	0	0	4	20	41068364	41068380	0.98	34.2
3,23,2	chr1	100.000	18	0	0	5	22	17665197	17665214	0.25	36.2
3,23,2	chr1	100.000	17	0	0	7	23	61391025	61391041	0.98	34.2
3,23,2	chr1	100.000	17	0	0	5	21	215152699	215152715	0.98	34.2
3,23,2	chrX	100.000	17	0	0	7	23	100727275	100727259	0.98	34.2
3,23,2	chr10_GL383546v1_alt	100.000	17	0	0	5	21	305328	305312	0.98	34.2
3,23,2	chr10	100.000	17	0	0	5	21	45464497	45464481	0.98	34.2
3,23,2	chr10	100.000	17	0	0	7	23	52911118	52911134	0.98	34.2
3,23,2	chr6	100.000	17	0	0	7	23	24033691	24033707	0.98	34.2
3,23,2	chr2	100.000	17	0	0	1	17	119440874	119440890	0.98	34.2
3,23,2	chr15	100.000	17	0	0	7	23	59018411	59018427	0.98	34.2
3,20,4	chr4	100.000	17	0	0	3	19	89935550	89935534	0.49	34.2
3,20,5	chr16	100.000	17	0	0	1	17	65643128	65643112	0.49	34.2
3,20,6	chr1	100.000	19	0	0	1	19	239520710	239520728	0.031	38.2
3,20,6	chr11	100.000	17	0	0	3	19	46160653	46160637	0.49	34.2
3,21,8	chr1	100.000	17	0	0	5	21	165533274	165533258	0.65	34.2
4,24,1	chr1	100.000	18	0	0	5	22	165533274	165533257	0.29	36.2
4,23,2	chr18	100.000	18	0	0	5	22	33220791	33220774	0.25	36.2
4,23,2	chr9	100.000	17	0	0	3	19	18162140	18162124	0.98	34.2
4,23,2	chr9	100.000	17	0	0	2	18	111765277	111765261	0.98	34.2
4,23,2	chr5	100.000	17	0	0	5	21	90691950	90691934	0.98	34.2
4,23,2	chr1	100.000	17	0	0	1	17	204522829	204522845	0.98	34.2
4,20,3	chr8	100.000	18	0	0	1	18	5939353	5939336	0.12	36.2
4,20,3	chrX	100.000	17	0	0	3	19	73176177	73176161	0.49	34.2
4,20,3	chr5	100.000	17	0	0	3	19	121646013	121646029	0.49	34.2
4,20,3	chr4	100.000	17	0	0	4	20	47027888	47027872	0.49	34.2
4,20,3	chr3	100.000	17	0	0	3	19	88721828	88721844	0.49	34.2
4,20,3	chr2	100.000	17	0	0	3	19	64388433	64388449	0.49	34.2
4,20,3	chr10	100.000	17	0	0	1	17	1658966	1658982	0.49	34.2
4,20,3	chr1	100.000	17	0	0	3	19	219868252	219868236	0.49	34.2
4,20,4	chr7	100.000	17	0	0	4	20	47143600	47143616	0.49	34.2
4,20,7	chr14	100.000	20	0	0	1	20	67677193	67677174	0.008	40.1
4,20,7	chr5	100.000	17	0	0	3	19	73416280	73416296	0.49	34.2
4,20,7	chr9	100.000	17	0	0	1	17	31721027	31721011	0.49	34.2
4,20,7	chr3	100.000	17	0	0	1	17	110660188	110660172	0.49	34.2
4,20,7	chr1	100.000	17	0	0	1	17	229042889	229042873	0.49	34.2
4,20,8	chr1	100.000	19	0	0	2	20	239520728	239520710	0.031	38.2
4,20,8	chr11	100.000	17	0	0	2	18	46160637	46160653	0.49	34.2
5,23,2	chr7	100.000	17	0	0	4	20	47143600	47143616	0.98	34.2
5,20,4	chr11	100.000	17	0	0	4	20	36657074	36657090	0.49	34.2
5,20,5	chr14	100.000	20	0	0	1	20	67677174	67677193	0.008	40.1
5,20,5	chr5	100.000	17	0	0	2	18	73416296	73416280	0.49	34.2
5,20,5	chr9	100.000	17	0	0	4	20	31721011	31721027	0.49	34.2
5,20,5	chr3	100.000	17	0	0	4	20	110660172	110660188	0.49	34.2
5,20,5	chr1	100.000	17	0	0	4	20	229042873	229042889	0.49	34.2
5,20,7	chr9	100.000	17	0	0	3	19	13605257	13605241	0.49	34.2
5,20,7	chr1	100.000	17	0	0	3	19	153009370	153009354	0.49	34.2
5,20,8	chrX	100.000	17	0	0	4	20	50132262	50132246	0.49	34.2
5,20,8	chr12	100.000	17	0	0	4	20	30506188	30506172	0.49	34.2
5,20,8	chr1	100.000	17	0	0	4	20	238243519	238243535	0.49	34.2
6,24,1	chr1	100.000	19	0	0	2	20	239520728	239520710	0.073	38.2
6,21,3	chr1	100.000	17	0	0	5	21	165533274	165533258	0.65	34.2
6,20,4	chr11	100.000	17	0	0	4	20	36657074	36657090	0.49	34.2
6,20,5	chr4	100.000	17	0	0	1	17	11359491	11359475	0.49	34.2
6,20,5	chr2	100.000	17	0	0	3	19	119440890	119440874	0.49	34.2
6,20,7	chr4	100.000	17	0	0	3	19	89935550	89935534	0.49	34.2
6,20,8	chrX	100.000	17	0	0	4	20	50132262	50132246	0.49	34.2
6,20,8	chr12	100.000	17	0	0	4	20	30506188	30506172	0.49	34.2
6,20,8	chr1	100.000	17	0	0	4	20	238243519	238243535	0.49	34.2
7,23,1	chr14	100.000	18	0	0	1	18	67677176	67677193	0.25	36.2
7,23,1	chr13	100.000	18	0	0	3	20	54036518	54036535	0.25	36.2
7,23,1	chr1	100.000	18	0	0	2	19	229042873	229042890	0.25	36.2
7,23,1	chr9	100.000	17	0	0	2	18	31721011	31721027	0.98	34.2
7,23,1	chr6	100.000	17	0	0	6	22	46903774	46903758	0.98	34.2
7,23,1	chr6	100.000	17	0	0	3	19	160958322	160958306	0.98	34.2
7,23,1	chr5	100.000	17	0	0	4	20	15045967	15045983	0.98	34.2
7,23,1	chr3	100.000	17	0	0	6	22	54934082	54934098	0.98	34.2
7,23,1	chr3	100.000	17	0	0	2	18	110660172	110660188	0.98	34.2
7,20,6	chr6	100.000	18	0	0	3	20	120408356	120408373	0.12	36.2
7,20,7	chr8	100.000	18	0	0	3	20	5939336	5939353	0.12	36.2
7,20,7	chrX	100.000	17	0	0	2	18	73176161	73176177	0.49	34.2
7,20,7	chr5	100.000	17	0	0	2	18	121646029	121646013	0.49	34.2
7,20,7	chr4	100.000	17	0	0	1	17	47027872	47027888	0.49	34.2
7,20,7	chr3	100.000	17	0	0	2	18	88721844	88721828	0.49	34.2
7,20,7	chr2	100.000	17	0	0	2	18	64388449	64388433	0.49	34.2
7,20,7	chr10	100.000	17	0	0	4	20	1658982	1658966	0.49	34.2
7,20,7	chr1	100.000	17	0	0	2	18	219868236	219868252	0.49	34.2
7,20,8	chr9	100.000	17	0	0	2	18	13605241	13605257	0.49	34.2
7,20,8	chr1	100.000	17	0	0	2	18	153009354	153009370	0.49	34.2
8,23,1	chr16_KI270853v1_alt	95.455	22	1	0	1	22	2651640	2651619	0.25	36.2
8,23,1	chr16	95.455	22	1	0	1	22	16990679	16990658	0.25	36.2
8,23,1	chr2	100.000	17	0	0	4	20	356879	356863	0.98	34.2
8,23,1	chr9	100.000	17	0	0	6	22	13605241	13605257	0.98	34.2
8,23,1	chr1	100.000	17	0	0	6	22	153009354	153009370	0.98	34.2
8,24,2	chr1	100.000	19	0	0	5	23	239520710	239520728	0.073	38.2
8,20,3	chr14	100.000	20	0	0	1	20	67677174	67677193	0.008	40.1
8,20,3	chr5	100.000	17	0	0	2	18	73416296	73416280	0.49	34.2
8,20,3	chr9	100.000	17	0	0	4	20	31721011	31721027	0.49	34.2
8,20,3	chr3	100.000	17	0	0	4	20	110660172	110660188	0.49	34.2
8,20,3	chr1	100.000	17	0	0	4	20	229042873	229042889	0.49	34.2
8,20,5	chr8	100.000	18	0	0	1	18	5939353	5939336	0.12	36.2
8,20,5	chrX	100.000	17	0	0	3	19	73176177	73176161	0.49	34.2
8,20,5	chr5	100.000	17	0	0	3	19	121646013	121646029	0.49	34.2
8,20,5	chr4	100.000	17	0	0	4	20	47027888	47027872	0.49	34.2
8,20,5	chr3	100.000	17	0	0	3	19	88721828	88721844	0.49	34.2
8,20,5	chr2	100.000	17	0	0	3	19	64388433	64388449	0.49	34.2
8,20,5	chr10	100.000	17	0	0	1	17	1658966	1658982	0.49	34.2
8,20,5	chr1	100.000	17	0	0	3	19	219868252	219868236	0.49	34.2
8,20,6	chrX	100.000	18	0	0	1	18	105677708	105677725	0.12	36.2
8,20,6	chr6	100.000	17	0	0	1	17	163781494	163781510	0.49	34.2
8,20,6	chr5	100.000	17	0	0	3	19	22478498	22478514	0.49	34.2
8,20,6	chr1	100.000	17	0	0	4	20	220756775	220756791	0.49	34.2
8,20,8	chr7	100.000	17	0	0	1	17	47143616	47143600	0.49	34.2
9,20,4	chr11	100.000	17	0	0	4	20	36657074	36657090	0.49	34.2
9,20,5	chr14	100.000	20	0	0	1	20	67677174	67677193	0.008	40.1
9,20,5	chr5	100.000	17	0	0	2	18	73416296	73416280	0.49	34.2
9,20,5	chr9	100.000	17	0	0	4	20	31721011	31721027	0.49	34.2
9,20,5	chr3	100.000	17	0	0	4	20	110660172	110660188	0.49	34.2
9,20,5	chr1	100.000	17	0	0	4	20	229042873	229042889	0.49	34.2
9,20,7	chr9	100.000	17	0	0	3	19	13605257	13605241	0.49	34.2
9,20,7	chr1	100.000	17	0	0	3	19	153009370	153009354	0.49	34.2
9,20,8	chrX	100.000	17	0	0	4	20	50132262	50132246	0.49	34.2
9,20,8	chr12	100.000	17	0	0	4	20	30506188	30506172	0.49	34.2
9,20,8	chr1	100.000	17	0	0	4	20	238243519	238243535	0.49	34.2
10,23,1	chr7	100.000	17	0	0	4	20	47143616	47143600	0.98	34.2
10,23,2	chr6	100.000	18	0	0	2	19	36910885	36910902	0.25	36.2
10,23,2	chr2	100.000	18	0	0	1	18	57059603	57059620	0.25	36.2
10,23,2	chr1	100.000	17	0	0	2	18	105735667	105735651	0.98	34.2
10,23,2	chr1	100.000	17	0	0	4	20	238243535	238243519	0.98	34.2
10,23,2	chrX	100.000	17	0	0	4	20	50132246	50132262	0.98	34.2
10,23,2	chr12	100.000	17	0	0	4	20	30506172	30506188	0.98	34.2
10,20,3	chr4	100.000	17	0	0	2	18	89935534	89935550	0.49	34.2
10,21,5	chr1	100.000	17	0	0	5	21	165533274	165533258	0.65	34.2
10,20,7	chr1	100.000	19	0	0	1	19	239520710	239520728	0.031	38.2
10,20,7	chr11	100.000	17	0	0	3	19	46160653	46160637	0.49	34.2
10,20,8	chr11	100.000	17	0	0	1	17	36657090	36657074	0.49	34.2
11,23,2	chr6	100.000	18	0	0	2	19	36910885	36910902	0.25	36.2
11,23,2	chr2	100.000	18	0	0	1	18	57059603	57059620	0.25	36.2
11,23,2	chr1	100.000	17	0	0	2	18	105735667	105735651	0.98	34.2
11,23,2	chr1	100.000	17	0	0	4	20	238243535	238243519	0.98	34.2
11,23,2	chrX	100.000	17	0	0	4	20	50132246	50132262	0.98	34.2
11,23,2	chr12	100.000	17	0	0	4	20	30506172	30506188	0.98	34.2
11,20,3	chr4	100.000	17	0	0	2	18	89935534	89935550	0.49	34.2
11,21,5	chr1	100.000	17	0	0	5	21	165533274	165533258	0.65	34.2
11,20,7	chr1	100.000	19	0	0	1	19	239520710	239520728	0.031	38.2
11,20,7	chr11	100.000	17	0	0	3	19	46160653	46160637	0.49	34.2
11,20,8	chr11	100.000	17	0	0	1	17	36657090	36657074	0.49	34.2
12,23,1	chr14	100.000	18	0	0	1	18	67677176	67677193	0.25	36.2
12,23,1	chr13	100.000	18	0	0	3	20	54036518	54036535	0.25	36.2
12,23,1	chr1	100.000	18	0	0	2	19	229042873	229042890	0.25	36.2
12,23,1	chr9	100.000	17	0	0	2	18	31721011	31721027	0.98	34.2
12,23,1	chr6	100.000	17	0	0	6	22	46903774	46903758	0.98	34.2
12,23,1	chr6	100.000	17	0	0	3	19	160958322	160958306	0.98	34.2
12,23,1	chr5	100.000	17	0	0	4	20	15045967	15045983	0.98	34.2
12,23,1	chr3	100.000	17	0	0	6	22	54934082	54934098	0.98	34.2
12,23,1	chr3	100.000	17	0	0	2	18	110660172	110660188	0.98	34.2
12,20,4	chr1	100.000	19	0	0	1	19	239520710	239520728	0.031	38.2
12,20,4	chr11	100.000	17	0	0	3	19	46160653	46160637	0.49	34.2
12,20,6	chr6	100.000	18	0	0	3	20	120408356	120408373	0.12	36.2
12,20,7	chr8	100.000	18	0	0	3	20	5939336	5939353	0.12	36.2
12,20,7	chrX	100.000	17	0	0	2	18	73176161	73176177	0.49	34.2
12,20,7	chr5	100.000	17	0	0	2	18	121646029	121646013	0.49	34.2
12,20,7	chr4	100.000	17	0	0	1	17	47027872	47027888	0.49	34.2
12,20,7	chr3	100.000	17	0	0	2	18	88721844	88721828	0.49	34.2
12,20,7	chr2	100.000	17	0	0	2	18	64388449	64388433	0.49	34.2
12,20,7	chr10	100.000	17	0	0	4	20	1658982	1658966	0.49	34.2
12,20,7	chr1	100.000	17	0	0	2	18	219868236	219868252	0.49	34.2
12,20,8	chr4	100.000	17	0	0	2	18	89935534	89935550	0.49	34.2
13,23,1	chr7	100.000	17	0	0	4	20	47143616	47143600	0.98	34.2
13,23,2	chr6	95.238	21	1	0	3	23	51138969	51138989	0.98	34.2
13,20,3	chr4	100.000	17	0	0	2	18	89935534	89935550	0.49	34.2
13,21,5	chr1	100.000	17	0	0	5	21	165533274	165533258	0.65	34.2
13,20,7	chr1	100.000	19	0	0	1	19	239520710	239520728	0.031	38.2
13,20,7	chr11	100.000	17	0	0	3	19	46160653	46160637	0.49	34.2
13,20,8	chr11	100.000	17	0	0	1	17	36657090	36657074	0.49	34.2
14,23,1	chr10	95.238	21	1	0	2	22	25539795	25539815	0.98	34.2
14,23,1	chr1	100.000	17	0	0	7	23	57325507	57325491	0.98	34.2
14,23,2	chrX	100.000	19	0	0	1	19	96507411	96507393	0.063	38.2
14,23,2	chr3_KI270778v1_alt	100.000	18	0	0	6	23	173149	173166	0.25	36.2
14,23,2	chr3	100.000	18	0	0	6	23	166469070	166469087	0.25	36.2
14,23,2	chr5	95.238	21	1	0	1	21	7398862	7398882	0.98	34.2
14,18,4	chr6	100.000	17	0	0	1	17	58175582	58175566	0.33	34.2
14,18,4	chr6	100.000	17	0	0	1	17	60930114	60930098	0.33	34.2
14,18,4	chr11	100.000	17	0	0	1	17	15043413	15043397	0.33	34.2
14,20,6	chr16	100.000	17	0	0	4	20	65643112	65643128	0.49	34.2
15,23,1	chr18	100.000	18	0	0	2	19	33220774	33220791	0.25	36.2
15,23,1	chr9	100.000	17	0	0	5	21	18162124	18162140	0.98	34.2
15,23,1	chr9	100.000	17	0	0	6	22	111765261	111765277	0.98	34.2
15,23,1	chr5	100.000	17	0	0	3	19	90691934	90691950	0.98	34.2
15,23,1	chr1	100.000	17	0	0	7	23	204522845	204522829	0.98	34.2
15,23,2	chr7	100.000	17	0	0	4	20	47143600	47143616	0.98	34.2
15,20,3	chr4	100.000	17	0	0	1	17	11359491	11359475	0.49	34.2
15,20,3	chr2	100.000	17	0	0	3	19	119440890	119440874	0.49	34.2
15,20,4	chr11	100.000	17	0	0	4	20	36657074	36657090	0.49	34.2
15,20,5	chr14	100.000	20	0	0	1	20	67677174	67677193	0.008	40.1
15,20,5	chr5	100.000	17	0	0	2	18	73416296	73416280	0.49	34.2
15,20,5	chr9	100.000	17	0	0	4	20	31721011	31721027	0.49	34.2
15,20,5	chr3	100.000	17	0	0	4	20	110660172	110660188	0.49	34.2
15,20,5	chr1	100.000	17	0	0	4	20	229042873	229042889	0.49	34.2
15,21,7	chr1	100.000	17	0	0	1	17	165533258	165533274	0.65	34.2
15,20,8	chrX	100.000	17	0	0	4	20	50132262	50132246	0.49	34.2
15,20,8	chr12	100.000	17	0	0	4	20	30506188	30506172	0.49	34.2
15,20,8	chr1	100.000	17	0	0	4	20	238243519	238243535	0.49	34.2
16,23,1	chr8	100.000	18	0	0	3	20	5939353	5939336	0.25	36.2
16,23,1	chrX	100.000	17	0	0	5	21	73176177	73176161	0.98	34.2
16,23,1	chr15_KI270905v1_alt	95.238	21	1	0	3	23	3937309	3937289	0.98	34.2
16,23,1	chr15_KI270905v1_alt	95.238	21	1	0	3	23	3039338	3039358	0.98	34.2
16,23,1	chr4	100.000	17	0	0	6	22	47027888	47027872	0.98	34.2
16,23,1	chr15	95.238	21	1	0	3	23	31652161	31652141	0.98	34.2
16,23,1	chr15	95.238	21	1	0	3	23	30753612	30753632	0.98	34.2
16,23,1	chr1	100.000	17	0	0	5	21	219868252	219868236	0.98	34.2
16,23,1	chr5	100.000	17	0	0	5	21	121646013	121646029	0.98	34.2
16,23,1	chr3	100.000	17	0	0	5	21	88721828	88721844	0.98	34.2
16,23,1	chr2	100.000	17	0	0	5	21	64388433	64388449	0.98	34.2
16,23,1	chr10	100.000	17	0	0	3	19	1658966	1658982	0.98	34.2
16,20,5	chr16	100.000	17	0	0	1	17	65643128	65643112	0.49	34.2
16,20,6	chr6	100.000	18	0	0	3	20	120408356	120408373	0.12	36.2
16,20,8	chr9	100.000	17	0	0	2	18	13605241	13605257	0.49	34.2
16,20,8	chr1	100.000	17	0	0	2	18	153009354	153009370	0.49	34.2
17,23,1	chrX	100.000	19	0	0	5	23	96507393	96507411	0.063	38.2
17,23,1	chr3_KI270778v1_alt	100.000	18	0	0	1	18	173166	173149	0.25	36.2
17,23,1	chr3	100.000	18	0	0	1	18	166469087	166469070	0.25	36.2
17,23,1	chr5	95.238	21	1	0	3	23	7398882	7398862	0.98	34.2
17,20,4	chr16	100.000	17	0	0	4	20	65643112	65643128	0.49	34.2
17,22,5	chr21	100.000	18	0	0	1	18	15890019	15890036	0.21	36.2
17,22,5	chr10	100.000	17	0	0	4	20	22257584	22257568	0.82	34.2
17,20,7	chr1	100.000	17	0	0	3	19	57325491	57325507	0.49	34.2
17,18,8	chr6	100.000	17	0	0	2	18	58175566	58175582	0.33	34.2
17,18,8	chr6	100.000	17	0	0	2	18	60930098	60930114	0.33	34.2
17,18,8	chr11	100.000	17	0	0	2	18	15043397	15043413	0.33	34.2
18,23,1	chr18	100.000	18	0	0	2	19	33220774	33220791	0.25	36.2
18,23,1	chr9	100.000	17	0	0	5	21	18162124	18162140	0.98	34.2
18,23,1	chr9	100.000	17	0	0	6	22	111765261	111765277	0.98	34.2
18,23,1	chr5	100.000	17	0	0	3	19	90691934	90691950	0.98	34.2
18,23,1	chr1	100.000	17	0	0	7	23	204522845	204522829	0.98	34.2
18,20,3	chr4	100.000	17	0	0	1	17	11359491	11359475	0.49	34.2
18,20,3	chr2	100.000	17	0	0	3	19	119440890	119440874	0.49	34.2
18,20,4	chr11	100.000	17	0	0	4	20	36657074	36657090	0.49	34.2
18,20,5	chr14	100.000	20	0	0	1	20	67677174	67677193	0.008	40.1
18,20,5	chr5	100.000	17	0	0	2	18	73416296	73416280	0.49	34.2
18,20,5	chr9	100.000	17	0	0	4	20	31721011	31721027	0.49	34.2
18,20,5	chr3	100.000	17	0	0	4	20	110660172	110660188	0.49	34.2
18,20,5	chr1	100.000	17	0	0	4	20	229042873	229042889	0.49	34.2
18,21,7	chr1	100.000	17	0	0	1	17	165533258	165533274	0.65	34.2
18,20,8	chrX	100.000	17	0	0	4	20	50132262	50132246	0.49	34.2
18,20,8	chr12	100.000	17	0	0	4	20	30506188	30506172	0.49	34.2
18,20,8	chr1	100.000	17	0	0	4	20	238243519	238243535	0.49	34.2
19,23,1	chr10	95.238	21	1	0	2	22	25539795	25539815	0.98	34.2
19,23,1	chr1	100.000	17	0	0	7	23	57325507	57325491	0.98	34.2
19,23,2	chr8	100.000	18	0	0	5	22	61001676	61001659	0.25	36.2
19,23,2	chr8	100.000	17	0	0	1	17	96971341	96971325	0.98	34.2
19,23,2	chr1	100.000	18	0	0	2	19	186103633	186103616	0.25	36.2
19,20,4	chr16	100.000	17	0	0	4	20	65643112	65643128	0.49	34.2
19,18,8	chr6	100.000	17	0	0	2	18	58175566	58175582	0.33	34.2
19,18,8	chr6	100.000	17	0	0	2	18	60930098	60930114	0.33	34.2
19,18,8	chr11	100.000	17	0	0	2	18	15043397	15043413	0.33	34.2
20,23,1	chr14	100.000	18	0	0	1	18	67677176	67677193	0.25	36.2
20,23,1	chr13	100.000	18	0	0	3	20	54036518	54036535	0.25	36.2
20,23,1	chr1	100.000	18	0	0	2	19	229042873	229042890	0.25	36.2
20,23,1	chr9	100.000	17	0	0	2	18	31721011	31721027	0.98	34.2
20,23,1	chr6	100.000	17	0	0	6	22	46903774	46903758	0.98	34.2
20,23,1	chr6	100.000	17	0	0	3	19	160958322	160958306	0.98	34.2
20,23,1	chr5	100.000	17	0	0	4	20	15045967	15045983	0.98	34.2
20,23,1	chr3	100.000	17	0	0	6	22	54934082	54934098	0.98	34.2
20,23,1	chr3	100.000	17	0	0	2	18	110660172	110660188	0.98	34.2
20,23,2	chr16_KI270853v1_alt	95.455	22	1	0	2	23	2651619	2651640	0.25	36.2
20,23,2	chr16	95.455	22	1	0	2	23	16990658	16990679	0.25	36.2
20,23,2	chr2	100.000	17	0	0	4	20	356863	356879	0.98	34.2
20,23,2	chr9	100.000	17	0	0	2	18	13605257	13605241	0.98	34.2
20,23,2	chr1	100.000	17	0	0	2	18	153009370	153009354	0.98	34.2
20,20,4	chr7	100.000	17	0	0	4	20	47143600	47143616	0.49	34.2
20,20,7	chr8	100.000	18	0	0	3	20	5939336	5939353	0.12	36.2
20,20,7	chrX	100.000	17	0	0	2	18	73176161	73176177	0.49	34.2
20,20,7	chr5	100.000	17	0	0	2	18	121646029	121646013	0.49	34.2
20,20,7	chr4	100.000	17	0	0	1	17	47027872	47027888	0.49	34.2
20,20,7	chr3	100.000	17	0	0	2	18	88721844	88721828	0.49	34.2
