lamp_id,F3_gc_score,F3_tm_score,F3_delta_g_score,F3_hairpin_score,F2_gc_score,F2_tm_score,F2_delta_g_score,F2_hairpin_score,F1_gc_score,F1_tm_score,F1_delta_g_score,F1_hairpin_score,B1_gc_score,B1_tm_score,B1_delta_g_score,B1_hairpin_score,B2_gc_score,B2_tm_score,B2_delta_g_score,B2_hairpin_score,B3_gc_score,B3_tm_score,B3_delta_g_score,B3_hairpin_score,distance_score,dimer_score
NS00030,0.66,0.69,1.0,2,0.67,0.15,1.0,2,1.88,0,1.0,2,1,0.68,1.0,2,1.88,1,1.0,2,2,0.9,1.0,2,2,0.5
NS00031,1,0,1.0,2,1,0.29,1.0,2,2,0.94,1.0,2,1,0,1.0,2,1,0,1.0,2,2,0.7,1.0,2,3,1.0
NS00032,1,0,0.5,2,1.7,0,1.0,2,1.78,0.61,1.0,2,1,0.77,1.0,1,1,0,0.5,1,1.7,0,1.0,2,2,1.0
NS00033,1,0,0.5,1,1,0,1.0,2,1,0.17,1.0,2,0.36,1,1.0,2,1.7,0.72,1.0,2,1,0.77,1.0,2,2,0.5
NS00034,1.93,0.39,1.0,2,1.86,0.15,1.0,2,1.7,1,1.0,2,1,0.99,1.0,1,1,0,1.0,2,1.92,0.86,1.0,2,3,0.5
NS00035,1.7,0.56,1.0,2,1.77,0,1.0,2,1,0,0.5,2,1.88,0.15,1.0,2,0.01,0,1.0,2,1,0,1.0,2,3,0.5
NS00036,1,1.0,1.0,2,0.57,0.81,1.0,2,2,0,1.0,2,1.86,0.72,1.0,2,1.78,0.98,1.0,2,1,1,1.0,2,3,1.0
NS00037,1,0.49,1.0,2,2,0.48,1.0,2,1,0.95,1.0,2,1.9,0.56,1.0,1,1.77,0,1.0,2,2,0.95,1.0,2,4,1.0
NS00038,1.81,0.86,1.0,2,1.74,0,1.0,2,1,0.53,1.0,2,1,0,1.0,2,1,0.99,1.0,2,1,0,1.0,2,1,1.0
NS00039,1,0,1.0,2,1,0.81,1.0,2,2,0.98,1.0,2,0.43,0.75,1.0,2,1.78,1,1.0,2,1,0.96,1.0,2,1,1.0
NS00040,1,0,1.0,1,1.99,1.0,1.0,2,1,0,1.0,2,1,0,1.0,2,1.99,1.0,1.0,2,1,0,1.0,2,3,0.5
NS00041,2,0,1.0,2,1,0.93,1.0,2,1.9,0.68,1.0,2,2,0,1.0,2,1,1.0,1.0,2,0.66,1,1.0,2,4,1.0
NS00042,0.6,0,1.0,2,1,1.0,1.0,2,1.81,0.93,1.0,2,1.9,0.28,1.0,2,1,0,1.0,2,1,0,1.0,2,2,1.0
NS00043,0.66,0.7,1.0,2,1,0,1.0,2,1,0.56,0.5,2,1.7,1,1.0,1,1,1,1.0,2,1,0,1.0,2,4,1.0
NS00044,1,0.47,1.0,2,1.86,0,1.0,2,0.38,0,1.0,2,1.77,0.44,1.0,2,1,0.73,1.0,1,1,0.09,1.0,2,3,0
NS00045,1,0.29,0.5,2,2,0,1.0,2,1.86,0.72,1.0,2,0.22,0,1.0,2,1,0.98,1.0,2,1,0.91,1.0,2,2,1.0
NS00046,0.55,0,1.0,2,1,0.41,1.0,2,1,0.67,1.0,2,1,0,1.0,1,0.62,0.16,1.0,2,0.43,0,1.0,2,2,1.0
NS00047,0.6,0,1.0,2,0.57,0.97,1.0,2,2,1,1.0,2,2,1,1.0,2,0.1,0,1.0,2,2,1,0.5,2,1,0.5
NS00048,1.99,0.99,1.0,2,2,1,1.0,2,1,0,0.5,2,1,0,1.0,2,1,1,1.0,1,0.36,0,1.0,2,3,1.0
NS00049,1,0.56,1.0,2,1,0.78,1.0,2,0.43,0.9,1.0,2,2,1.0,1.0,2,1,0,0.5,2,1,0.99,1.0,2,3,0.5
NS00050,0.5,0.77,1.0,2,1.99,1,1.0,2,2,1,1.0,1,1.7,0.76,1.0,2,1,0.04,0.5,2,1,0.94,1.0,2,4,1.0
NS00051,1.92,0.9,1.0,2,1.9,0.75,1.0,2,0.22,0,1.0,1,2,0.96,1.0,2,2,0.44,1.0,2,1.86,0,1.0,2,3,1.0
NS00052,1,0,1.0,2,1,0,1.0,2,1.86,0.95,1.0,2,1,0,1.0,2,1,0.94,1.0,2,1.88,1.0,1.0,2,2,1.0
NS00053,1,0,0.5,2,1,1,1.0,2,0.67,0.61,1.0,2,1,0,1.0,2,1.93,0,1.0,2,1.77,0,1.0,2,2,1.0
NS00054,1,1,1.0,1,1.92,0.73,1.0,2,0.43,0,1.0,2,0.62,1,1.0,2,0.62,0.67,1.0,2,1.99,0.95,1.0,2,2,1.0
NS00055,1,1,1.0,2,1,0.96,1.0,2,1.99,0.09,1.0,2,1.74,0.97,1.0,2,1,1.0,1.0,1,1,1.0,1.0,2,4,1.0
NS00056,1,1,1.0,2,1,1,1.0,2,1,0,1.0,1,1.78,0.32,1.0,2,2,0,1.0,2,1.99,1,1.0,2,2,1.0
NS00057,1,1,1.0,2,2,0.08,1.0,2,1.86,0.7,0.5,2,0.38,0,1.0,2,1,0.04,1.0,2,1,0.96,1.0,2,3,1.0
NS00058,1,0,0.5,2,1,0,1.0,2,1,0.62,1.0,2,1,1,1.0,2,1,0.98,0.5,2,1.99,0.89,1.0,2,2,0.5
NS00059,0.27,0,1.0,1,1.84,0.31,1.0,2,1,0,0.5,2,0.5,1,1.0,2,1.88,1,1.0,1,2,0.17,1.0,2,1,1.0
NS00060,2,0.63,1.0,2,1.92,0.54,1.0,2,1.7,1,1.0,2,1,0,1.0,2,2,0.3,1.0,2,2,1.0,1.0,2,2,0.5
NS00061,2,1,1.0,1,1.92,0.41,1.0,2,1.84,1,1.0,1,2,1,1.0,2,1,0.88,1.0,2,2,0.5,1.0,2,2,1.0
NS00062,1,0.9,1.0,2,2,0.1,1.0,2,1.77,0.92,1.0,2,1.7,0.99,1.0,2,1,0,1.0,2,1.9,0.79,0.5,2,3,1.0
NS00063,0.43,0.75,1.0,2,1,0,1.0,2,0.57,0.95,1.0,1,0.6,0.81,1.0,2,0.49,0,1.0,2,2,0,1.0,2,2,1.0
NS00064,2,1,1.0,2,1,0.2,1.0,2,0.19,0,1.0,2,0.55,0.83,1.0,2,1.99,1,1.0,2,1,0,1.0,2,3,0
NS00065,0.57,0.9,1.0,2,1.7,0.98,1.0,2,1,0,1.0,2,0.43,0.85,1.0,2,2,0.52,1.0,2,0.43,0,1.0,2,3,1.0
NS00066,1.78,1,1.0,2,1.88,0.94,1.0,2,1.92,1,1.0,2,1,0,1.0,2,1,0.86,1.0,2,0.43,0,1.0,2,3,1.0
NS00067,1,0.81,1.0,2,1.9,1,1.0,2,1,0.93,1.0,2,2,0.9,1.0,2,1,0,0.5,2,0.6,0,1.0,2,2,0.5
NS00068,1.81,0.6,1.0,1,1,1.0,1.0,1,0.43,0,1.0,1,1,0,0.5,2,0.32,0,1.0,2,1,0.95,1.0,2,1,1.0
NS00069,1,1,1.0,1,1,0.25,1.0,2,1,0,0.5,2,1.7,1,1.0,2,1.7,0.77,1.0,2,1.99,1.0,1.0,2,2,0.5
NS00070,0.36,0,1.0,2,1,0.53,1.0,2,1,0,0.5,2,0.67,0,1.0,1,1,0.65,1.0,2,0.43,0,1.0,2,4,1.0
NS00071,1.86,0,1.0,2,1,1,1.0,2,1,0,1.0,2,1.88,0,1.0,2,2,1.0,1.0,2,1.86,0,1.0,1,2,1.0
NS00072,1,0.44,1.0,1,0.49,0,1.0,2,2,0.99,1.0,2,1,0,1.0,2,2,0.98,1.0,2,1,0.9,1.0,2,3,1.0
NS00073,1,0.91,1.0,2,1.9,1,1.0,1,2,0.91,1.0,2,1.84,1,1.0,2,2,0,1.0,2,0.62,0,1.0,2,4,1.0
NS00074,1.93,0,1.0,2,1.88,0.14,1.0,2,1,0,1.0,2,0.62,1,1.0,2,1,0.31,1.0,2,2,0.94,1.0,1,2,1.0
NS00075,1,0.76,0.5,2,0.5,0.07,1.0,2,1,0,1.0,1,1,0,1.0,2,2,0.97,1.0,2,1,0,1.0,2,4,0.5
NS00076,1,0,1.0,2,1,0.6,1.0,2,0.49,0.75,1.0,2,2,0.58,1.0,2,1,0.72,1.0,2,2,0.99,1.0,2,2,1.0
NS00077,1,0.01,1.0,2,0.36,0,1.0,2,1.84,0.92,1.0,1,1,0,1.0,2,1.84,0.12,1.0,2,1.92,0.6,1.0,2,2,0
NS00078,1,1,1.0,2,1,0,1.0,2,1,0,0.5,2,1,0,0.5,2,1,0.96,1.0,2,1.9,0.86,1.0,2,2,1.0
NS00079,0.36,0,1.0,2,1,0.42,1.0,2,0.24,0,1.0,2,1,0.45,1.0,2,0.49,0,1.0,2,0.05,0,1.0,2,2,1.0
NS00080,1.99,0.95,1.0,2,1,0.5,1.0,2,1,0,1.0,2,1,0.96,1.0,1,1,0,0.5,2,0.49,0,1.0,2,1,1.0
NS00081,1.9,1,1.0,2,1,1,1.0,1,0.66,0.55,1.0,2,1,0.92,1.0,2,1,0.38,1.0,2,1,0,1.0,2,4,0
NS00082,1,0.35,1.0,1,1,0.64,1.0,2,1,0,1.0,2,1.92,1,1.0,2,1.84,0.11,1.0,2,1,0.58,1.0,2,4,1.0
NS00083,1,0,1.0,2,0.43,0,0.5,2,1,0,1.0,2,1,0,1.0,2,0.19,0,1.0,2,0.43,0.22,1.0,2,3,1.0
NS00084,1,1,1.0,1,2,0.82,1.0,2,1.92,0.98,1.0,2,2,1.0,1.0,2,1,0.94,1.0,2,1.93,0,1.0,2,2,0.5
NS00085,0.43,0.11,1.0,2,1,0,0.5,1,2,0,1.0,2,0.57,1.0,1.0,1,2,0,1.0,2,1,1,1.0,2,1,1.0
NS00086,1,0.16,1.0,2,1,0.21,1.0,2,0.19,0,1.0,1,1,0,1.0,1,1,1,1.0,2,1,0.13,0.5,2,3,1.0
NS00087,1,0.56,1.0,2,1,0,1.0,2,2,0.86,1.0,2,0,0.93,1.0,2,0.67,0,1.0,2,2,0,1.0,2,2,1.0
NS00088,0.24,0,1.0,2,1.84,0,1.0,2,2,0.97,1.0,1,1,0,1.0,2,1,1,0.5,2,1.7,0.89,1.0,2,1,1.0
NS00089,1,0,1.0,2,0.49,0,1.0,2,1,0.44,1.0,1,1,0.41,1.0,1,2,0.9,1.0,1,1.74,0.71,0.5,2,3,0.5
NS00090,0.38,0,1.0,2,2,0,1.0,2,2,0.26,1.0,1,1.92,1,0.5,2,1,0.99,1.0,2,0.66,1,1.0,2,3,1.0
NS00091,1,0.2,1.0,2,1,0,0.5,2,1.78,0,1.0,1,1,0,1.0,2,2,0.96,0.5,2,1,0.65,1.0,2,1,1.0
NS00092,2,0,0.5,2,1.9,1.0,1.0,1,1,0,1.0,2,0.3,0.51,1.0,1,2,0.4,1.0,2,1,0.64,1.0,1,2,1.0
NS00093,1.7,0,1.0,2,1.7,0.43,1.0,2,2,0.83,1.0,2,1,0.82,0.5,1,0.55,0,1.0,2,2,1,1.0,2,3,1.0
NS00094,1,0.72,1.0,2,0.49,0,1.0,2,0.66,0.97,1.0,2,1,0,0.5,2,1,0,1.0,1,0.6,0,0.5,2,1,1.0
NS00095,2,0.84,1.0,2,1,1.0,1.0,2,1.81,1,1.0,2,1.7,1.0,1.0,2,1,0.89,1.0,2,1,0.04,1.0,1,3,0
NS00096,1,0.88,1.0,2,1,0.99,1.0,2,1,0.98,1.0,1,1,0.9,1.0,2,0.38,0,1.0,2,1.77,0,1.0,2,3,1.0
NS00097,2,0.96,1.0,1,1.7,0,1.0,2,0.66,0.4,1.0,2,2,0.73,1.0,2,1,0.89,1.0,2,1,0.99,1.0,2,3,1.0
NS00098,0.49,0,1.0,2,1,0.84,1.0,2,2,0.97,1.0,2,1,0,1.0,2,1.86,0,1.0,1,1,0.24,1.0,2,1,1.0
NS00099,1,0.99,1.0,1,1,0.97,1.0,2,1.86,0.9,1.0,2,1,0,0.5,2,1,0.64,1.0,1,2,0.79,1.0,2,2,1.0
NS00100,1,0.99,1.0,2,1,0.85,1.0,2,1,0.15,1.0,2,2,0,1.0,2,1,0,1.0,1,0.49,0,1.0,2,1,1.0
NS00101,1,0.07,1.0,2,1,0.24,1.0,2,1,0.34,1.0,1,2,0.97,1.0,2,1,0.28,1.0,2,1,0.86,1.0,2,2,1.0
NS00102,2,0.84,0.5,2,2,0.71,1.0,2,1,0,1.0,2,1.88,0,1.0,2,2,0.93,1.0,2,1,0.24,1.0,2,2,1.0
NS00103,1,0.71,1.0,2,1.78,1,1.0,2,0.6,0,1.0,2,1,0,0.5,2,1,0,0.5,2,0.55,0,1.0,2,3,1.0
NS00104,1,1,1.0,1,1,0,1.0,2,1,0.59,1.0,2,1,0.9,1.0,2,1.9,0.47,1.0,2,2,0.72,1.0,2,0,1.0
NS00105,1,0.99,1.0,2,2,0.72,1.0,2,1,0,0.5,2,1,0,1.0,2,2,0.99,1.0,2,0.66,1.0,1.0,2,3,1.0
NS00106,1.78,1,1.0,2,1,0.86,1.0,2,2,0.93,1.0,2,1,0,1.0,2,1.9,1,1.0,2,1.93,0,1.0,1,3,0
NS00107,1,0,1.0,2,2,1,1.0,1,1,0,1.0,2,2,0.93,1.0,2,1,0.93,1.0,2,0.43,0,1.0,1,2,1.0
NS00108,1.7,0,1.0,2,1.78,0.79,1.0,2,1,0.83,1.0,2,1,0,0,2,1.78,0.56,1.0,2,1.77,0,1.0,2,3,0
NS00109,2,0.6,1.0,2,1.93,0,1.0,2,1.77,0.95,1.0,1,1,0,1.0,2,2,0.9,1.0,1,1.7,0.49,1.0,1,2,1.0
NS00110,1,0.5,1.0,1,2,0.62,1.0,2,1.86,0.43,1.0,2,1,0,1.0,1,2,0.63,1.0,2,0.5,0.09,1.0,2,3,0.5
NS00111,1,0,1.0,2,1,0.64,1.0,2,2,0,1.0,2,0,0,1.0,2,1.9,1,0.5,2,1,0.99,1.0,2,3,1.0
NS00112,1,0.96,1.0,2,1,0.77,1.0,2,1,0.05,1.0,1,1,0.85,1.0,2,2,0.07,1.0,2,1,0.44,1.0,2,1,1.0
NS00113,0.5,0.71,0.5,2,1,0.66,1.0,2,0.43,0.13,1.0,2,2,1.0,1.0,2,1.9,0.97,0.5,2,1.7,0,1.0,1,4,0
NS00114,0,0,1.0,2,1,0.31,1.0,1,1,0.34,1.0,2,1,0.29,1.0,2,1,0,1.0,2,1,0.98,1.0,1,3,0
NS00115,2,0.82,1.0,2,0.6,0,1.0,2,2,0,1.0,2,0.43,0.98,1.0,2,1,1.0,1.0,2,0.5,0.4,1.0,2,2,1.0
NS00116,1.74,0.19,1.0,2,0.5,0.65,1.0,2,1,0,0.5,2,1.7,0.99,1.0,2,0.55,0,1.0,2,1,0.14,1.0,2,3,1.0
NS00117,0.43,0.94,1.0,2,1,1.0,1.0,2,1,1,1.0,2,2,0.94,1.0,1,1.7,0,1.0,2,1.92,0.76,1.0,2,1,0.5
NS00118,0.62,0.25,1.0,1,1,0.39,1.0,2,1,0,1.0,2,1,0.33,1.0,2,1.9,1,1.0,2,1,0.96,1.0,2,2,1.0
NS00119,1,0,1.0,1,1.86,0,1.0,2,1.86,0.83,1.0,2,0.66,0.99,1.0,2,0.55,0,1.0,2,2,0.66,1.0,2,3,1.0
NS00120,1,0.92,1.0,2,0.43,1.0,1.0,2,1.99,0,1.0,2,1,0,1.0,2,1,0,1.0,2,0.55,0,1.0,2,2,1.0
NS00121,1,0.75,1.0,2,1.92,0.78,1.0,1,1.93,1.0,1.0,2,1,0,1.0,2,2,0.9,1.0,2,1,0,1.0,1,2,1.0
NS00122,1,0,1.0,2,2,0,1.0,2,1.93,1,1.0,2,1,0,1.0,2,1,0,0.5,1,1,0.91,1.0,2,2,1.0
NS00123,1.74,0,1.0,2,1,0,0.5,2,1,0,1.0,2,1,0,1.0,1,1,0.93,1.0,2,0.37,0,1.0,2,2,0
NS00124,0.55,0,1.0,2,0.62,0,1.0,2,1.7,1,1.0,2,0.5,0.41,1.0,2,0.49,0,1.0,2,0.38,0,1.0,1,4,1.0
NS00125,1.88,0.96,1.0,2,0.67,0,1.0,2,1,0,1.0,2,0,0.56,1.0,2,1.7,0,1.0,1,1,0,1.0,2,2,0
NS00126,1,0.48,1.0,1,1,0,1.0,2,1,0,1.0,2,0.05,0,1.0,2,2,0.98,1.0,1,1,1,1.0,2,3,0
NS00127,1.84,0.13,1.0,2,0.54,0,1.0,2,1,0.2,1.0,2,1,0.88,1.0,2,0.66,0.96,1.0,2,2,0.58,1.0,2,4,1.0
NS00128,0.6,0,1.0,2,1,1,1.0,2,0.49,0.48,1.0,2,0.5,1.0,1.0,2,1,0.23,1.0,2,1.78,1,1.0,2,4,0.5
NS00129,1,0,0.5,2,1,0.63,1.0,2,1,1,1.0,2,1,0.36,1.0,2,1,1,1.0,2,1.92,0.8,1.0,2,2,0.5
NS00130,1,0.62,1.0,2,1,1,1.0,2,1,0.93,1.0,2,2,0.73,1.0,2,0.57,0.13,1.0,2,1,1,1.0,2,2,1.0
NS00131,1,0.43,1.0,2,1,1,1.0,2,1.99,0.09,0.5,2,0.62,0.91,1.0,2,1,0.9,1.0,2,0.57,0.92,1.0,2,2,1.0
NS00132,1.84,0.03,0.5,2,1.7,0.44,1.0,2,1,0,1.0,2,1,0,1.0,2,1,0,1.0,2,1.92,0,1.0,2,2,0.5
NS00133,2,0.36,1.0,2,2,1.0,1.0,2,1,1.0,1.0,2,1,0,1.0,2,1,0.47,1.0,2,1,0,0.5,2,3,1.0
NS00134,0.62,0.25,1.0,2,1,0.41,1.0,2,1.9,0.93,1.0,1,1.86,0.75,1.0,1,1,0.97,1.0,2,1,0.85,0.5,2,2,1.0
NS00135,0.62,0.23,1.0,2,1.7,0.42,1.0,2,2,1,1.0,2,2,0.29,1.0,1,1,0.91,1.0,1,1,1,1.0,1,2,1.0
NS00136,2,1,1.0,2,2,1,1.0,2,1,0,1.0,1,1,0,1.0,1,0.43,0,1.0,1,1.7,0.59,1.0,2,3,1.0
NS00137,1.9,1,1.0,2,1,0.99,0.5,2,1.86,0.41,1.0,2,0.32,0,1.0,2,0.67,0,1.0,1,1,0.26,1.0,2,4,1.0
NS00138,1.99,1.0,1.0,2,0.43,0,1.0,2,2,0,1.0,2,2,0.63,1.0,2,1,0.97,1.0,1,2,0,1.0,1,1,0
NS00139,1,1.0,1.0,2,1,0.4,1.0,2,1,0.32,1.0,2,0.32,0.11,1.0,1,1,0.97,1.0,1,1,0.65,1.0,2,2,1.0
NS00140,1,1.0,1.0,2,1,0,0.5,2,0.6,0.16,1.0,2,1.93,1,1.0,2,1,0.89,1.0,2,1,0.73,1.0,2,3,0.5
NS00141,2,0,1.0,1,1,0,1.0,2,1.78,0.66,1.0,2,1.7,0.61,1.0,1,1,0,1.0,2,2,0.95,1.0,2,2,0
NS00142,1,1,1.0,2,1.99,1,1.0,2,1,0,1.0,2,2,0.11,0.5,2,1.92,0.84,1.0,2,0.21,0,1.0,1,3,1.0
NS00143,0.36,0.36,1.0,1,1,1,1.0,2,1,0.15,1.0,2,0.24,0.36,1.0,2,0.1,0,1.0,2,0.43,0,1.0,2,2,0
NS00144,0.3,0,1.0,2,1.86,0,0.5,2,1,0,1.0,2,1.7,0.55,1.0,2,1.9,0.95,1.0,2,1,0.84,1.0,2,3,0
NS00145,1,0.92,1.0,2,2,0.32,1.0,2,0.54,0,1.0,2,2,0,1.0,2,0.55,0,1.0,2,1.7,0.97,1.0,2,2,0.5
NS00146,1,0.09,1.0,1,1.84,0.18,1.0,2,1.84,0.95,0.5,2,1,0,1.0,2,1,0.99,1.0,2,2,0.87,1.0,2,3,1.0
NS00147,1,1,1.0,1,1,0.72,0.5,2,1,0,0.5,2,1,0,1.0,2,1,0,0.5,2,1.99,1.0,1.0,2,3,1.0
NS00148,0.57,0.83,1.0,2,0.43,0,1.0,1,1.77,0.51,1.0,2,1,0,1.0,2,1,0,1.0,2,1,0.11,0.5,2,2,1.0
NS00149,1,0.91,1.0,2,1,0,1.0,2,1,0,1.0,2,1.9,0.84,1.0,2,0.19,0,1.0,2,1.92,0.53,1.0,2,2,1.0
NS00150,1.9,1,1.0,2,2,0.12,1.0,2,0.62,0.84,1.0,2,0.5,1,1.0,2,2,0,1.0,2,1.78,1,1.0,2,3,1.0
NS00151,2,0.14,1.0,2,1,0.56,0.5,2,0.66,0.86,1.0,2,1,0,1.0,2,1.92,0.66,1.0,1,2,0.66,0.5,2,2,1.0
NS00152,0.38,0,1.0,1,1.93,0.78,1.0,2,0.37,0.05,1.0,2,1,0,1.0,2,1.92,0.43,1.0,2,1,0.82,1.0,2,0,1.0
NS00153,0.57,0.76,1.0,2,2,1,1.0,2,0.55,0.19,1.0,2,1.7,0.77,1.0,2,0.62,0,1.0,1,1.88,1.0,1.0,2,2,1.0
NS00154,1,0.71,1.0,2,0.3,0,1.0,2,1.86,1.0,1.0,2,1.81,0.84,1.0,2,1,0,1.0,1,2,0.99,1.0,2,2,1.0
NS00155,1,0.76,1.0,2,1.92,0,1.0,2,1,0,1.0,2,1,0,0.5,2,0.37,0,1.0,2,0.62,0,1.0,2,3,0.5
NS00156,2,0,1.0,2,0.43,0,1.0,2,1.9,0.81,1.0,2,1,0.64,1.0,2,1,0.79,1.0,2,0.43,0.97,1.0,2,4,1.0
NS00157,0.5,0.52,1.0,2,1,1,1.0,2,1,0.63,1.0,1,1,1,1.0,2,1,1.0,1.0,1,1.99,1,1.0,2,3,1.0
NS00158,1,1,1.0,2,2,0.68,0.5,2,0.27,0,1.0,2,1.81,0.96,1.0,2,1,0.94,1.0,2,1.81,0.18,1.0,1,3,1.0
NS00159,1,1,0.5,2,1,1,1.0,2,2,0.99,1.0,2,2,0.99,1.0,2,1,0.4,1.0,2,1,0.96,0.5,2,3,1.0
NS00160,1,0.06,1.0,1,2,1,1.0,2,1.74,1,1.0,2,0.54,0,1.0,2,0.01,0,1.0,2,1.81,0.43,1.0,2,3,1.0
NS00161,1.78,0.78,1.0,1,0.22,0,1.0,2,1.78,0.3,1.0,2,1,0,0,2,1,1,1.0,2,1,0,0.5,1,2,1.0
NS00162,1,0.84,1.0,2,1.88,0.98,1.0,2,2,0.99,1.0,1,0.43,0.9,1.0,2,2,1,1.0,2,1,0,0.5,2,2,1.0
NS00163,2,0.21,1.0,1,1.7,0.99,1.0,2,1,0,1.0,1,1.88,0.57,1.0,2,1.99,1.0,1.0,2,1,1.0,1.0,2,3,0.5
NS00164,0.54,0,1.0,2,1.81,0,1.0,2,1,0,1.0,1,0.36,1,1.0,2,1,0.89,1.0,2,1,0.99,1.0,2,2,1.0
NS00165,2,0.98,1.0,1,0.5,0,1.0,2,1,0,0.5,2,1.81,0.96,1.0,2,1.86,0,1.0,2,0.43,0.35,1.0,1,2,1.0
